ticker,company_name,exchange,currency,date,open,high,low,close,volume
SOC,Sable Offshore,NYQ,USD,2023-07-10,10.27,10.27,10.27,10.27,0
SOC,Sable Offshore,NYQ,USD,2023-07-11,10.27,10.27,10.27,10.27,335200
SOC,Sable Offshore,NYQ,USD,2023-07-12,10.27,10.27,10.27,10.27,0
SOC,Sable Offshore,NYQ,USD,2023-07-13,10.27,10.27,10.27,10.27,0
SOC,Sable Offshore,NYQ,USD,2023-07-14,10.27,10.27,10.27,10.27,300
SOC,Sable Offshore,NYQ,USD,2023-07-17,10.28,10.3,10.28,10.28,32200
SOC,Sable Offshore,NYQ,USD,2023-07-18,10.29,10.39,10.28,10.28,8600
SOC,Sable Offshore,NYQ,USD,2023-07-19,10.3,10.3,10.29,10.3,3700
SOC,Sable Offshore,NYQ,USD,2023-07-20,10.3,10.3,10.3,10.3,0
SOC,Sable Offshore,NYQ,USD,2023-07-21,10.32,10.32,10.31,10.31,1800
SOC,Sable Offshore,NYQ,USD,2023-07-24,10.31,10.31,10.31,10.31,1600
SOC,Sable Offshore,NYQ,USD,2023-07-25,10.31,10.31,10.31,10.31,0
SOC,Sable Offshore,NYQ,USD,2023-07-26,10.31,10.31,10.31,10.31,0
SOC,Sable Offshore,NYQ,USD,2023-07-27,10.31,10.31,10.31,10.31,600
SOC,Sable Offshore,NYQ,USD,2023-07-28,10.31,10.31,10.28,10.28,276200
SOC,Sable Offshore,NYQ,USD,2023-07-31,10.3,10.3,10.28,10.29,228600
SOC,Sable Offshore,NYQ,USD,2023-08-01,10.29,10.29,10.29,10.29,7900
SOC,Sable Offshore,NYQ,USD,2023-08-02,10.29,10.29,10.29,10.29,0
SOC,Sable Offshore,NYQ,USD,2023-08-03,10.28,10.28,10.28,10.28,99500
SOC,Sable Offshore,NYQ,USD,2023-08-04,10.28,10.28,10.27,10.28,21000
SOC,Sable Offshore,NYQ,USD,2023-08-07,10.27,10.3,10.27,10.3,42400
SOC,Sable Offshore,NYQ,USD,2023-08-08,10.3,10.45,10.3,10.36,1194100
SOC,Sable Offshore,NYQ,USD,2023-08-09,10.32,10.37,10.32,10.37,11300
SOC,Sable Offshore,NYQ,USD,2023-08-10,10.36,10.36,10.35,10.36,39400
SOC,Sable Offshore,NYQ,USD,2023-08-11,10.35,10.37,10.35,10.37,13400
SOC,Sable Offshore,NYQ,USD,2023-08-14,10.35,10.35,10.35,10.35,21700
SOC,Sable Offshore,NYQ,USD,2023-08-15,10.36,10.36,10.35,10.35,300
SOC,Sable Offshore,NYQ,USD,2023-08-16,10.36,10.38,10.36,10.38,17400
SOC,Sable Offshore,NYQ,USD,2023-08-17,10.36,10.38,10.36,10.38,9500
SOC,Sable Offshore,NYQ,USD,2023-08-18,10.38,10.38,10.38,10.38,0
SOC,Sable Offshore,NYQ,USD,2023-08-21,10.37,10.37,10.36,10.37,30600
SOC,Sable Offshore,NYQ,USD,2023-08-22,10.38,10.38,10.35,10.38,3500
SOC,Sable Offshore,NYQ,USD,2023-08-23,10.35,10.35,10.33,10.35,126900
SOC,Sable Offshore,NYQ,USD,2023-08-24,10.35,10.35,10.35,10.35,0
SOC,Sable Offshore,NYQ,USD,2023-08-25,10.4,10.4,10.26,10.31,22200
SOC,Sable Offshore,NYQ,USD,2023-08-28,10.29,10.4,10.26,10.37,211500
SOC,Sable Offshore,NYQ,USD,2023-08-29,10.4,10.4,10.4,10.4,300
SOC,Sable Offshore,NYQ,USD,2023-08-30,10.35,10.4,10.35,10.39,301600
SOC,Sable Offshore,NYQ,USD,2023-08-31,10.39,10.39,10.39,10.39,0
SOC,Sable Offshore,NYQ,USD,2023-09-01,10.3,10.31,10.3,10.3,1300
SOC,Sable Offshore,NYQ,USD,2023-09-05,10.27,10.35,10.27,10.33,600
SOC,Sable Offshore,NYQ,USD,2023-09-06,10.35,10.4,10.34,10.35,30900
SOC,Sable Offshore,NYQ,USD,2023-09-07,10.39,10.39,10.39,10.39,300
SOC,Sable Offshore,NYQ,USD,2023-09-08,10.31,10.49,10.31,10.49,42600
SOC,Sable Offshore,NYQ,USD,2023-09-11,10.5,10.5,10.31,10.34,16800
SOC,Sable Offshore,NYQ,USD,2023-09-12,10.42,10.66,10.33,10.43,47100
SOC,Sable Offshore,NYQ,USD,2023-09-13,10.32,10.58,10.32,10.41,32500
SOC,Sable Offshore,NYQ,USD,2023-09-14,10.42,10.49,10.34,10.34,7500
SOC,Sable Offshore,NYQ,USD,2023-09-15,10.34,10.34,10.34,10.34,0
SOC,Sable Offshore,NYQ,USD,2023-09-18,10.4,10.42,10.38,10.38,4800
SOC,Sable Offshore,NYQ,USD,2023-09-19,10.47,10.47,10.47,10.47,200
SOC,Sable Offshore,NYQ,USD,2023-09-20,10.4,10.4,10.4,10.4,1600
SOC,Sable Offshore,NYQ,USD,2023-09-21,10.4,10.4,10.4,10.4,0
SOC,Sable Offshore,NYQ,USD,2023-09-22,10.41,10.41,10.41,10.41,200
SOC,Sable Offshore,NYQ,USD,2023-09-25,10.41,10.41,10.41,10.41,200
SOC,Sable Offshore,NYQ,USD,2023-09-26,10.41,10.41,10.41,10.41,0
SOC,Sable Offshore,NYQ,USD,2023-09-27,10.41,10.41,10.41,10.41,0
SOC,Sable Offshore,NYQ,USD,2023-09-28,10.49,10.49,10.49,10.49,1600
SOC,Sable Offshore,NYQ,USD,2023-09-29,10.46,10.46,10.46,10.46,2000
SOC,Sable Offshore,NYQ,USD,2023-10-02,10.48,10.5,10.45,10.46,22500
SOC,Sable Offshore,NYQ,USD,2023-10-03,10.46,10.46,10.46,10.46,0
SOC,Sable Offshore,NYQ,USD,2023-10-04,10.5,10.5,10.5,10.5,200
SOC,Sable Offshore,NYQ,USD,2023-10-05,10.49,10.5,10.49,10.5,3100
SOC,Sable Offshore,NYQ,USD,2023-10-06,10.5,10.5,10.47,10.5,15000
SOC,Sable Offshore,NYQ,USD,2023-10-09,10.5,10.5,10.5,10.5,0
SOC,Sable Offshore,NYQ,USD,2023-10-10,10.45,10.45,10.45,10.45,100
SOC,Sable Offshore,NYQ,USD,2023-10-11,10.45,10.49,10.44,10.49,175500
SOC,Sable Offshore,NYQ,USD,2023-10-12,10.49,10.49,10.49,10.49,0
SOC,Sable Offshore,NYQ,USD,2023-10-13,10.59,10.6,10.54,10.57,2300
SOC,Sable Offshore,NYQ,USD,2023-10-16,10.6,10.6,10.54,10.54,1700
SOC,Sable Offshore,NYQ,USD,2023-10-17,10.53,10.53,10.53,10.53,400
SOC,Sable Offshore,NYQ,USD,2023-10-18,10.6,10.6,10.58,10.59,700
SOC,Sable Offshore,NYQ,USD,2023-10-19,10.6,10.6,10.56,10.56,1100
SOC,Sable Offshore,NYQ,USD,2023-10-20,10.46,10.52,10.46,10.52,500
SOC,Sable Offshore,NYQ,USD,2023-10-23,10.52,10.52,10.52,10.52,0
SOC,Sable Offshore,NYQ,USD,2023-10-24,10.52,10.52,10.52,10.52,0
SOC,Sable Offshore,NYQ,USD,2023-10-25,10.56,10.56,10.48,10.48,56200
SOC,Sable Offshore,NYQ,USD,2023-10-26,10.48,10.48,10.48,10.48,0
SOC,Sable Offshore,NYQ,USD,2023-10-27,10.48,10.48,10.48,10.48,0
SOC,Sable Offshore,NYQ,USD,2023-10-30,10.49,10.49,10.48,10.48,14800
SOC,Sable Offshore,NYQ,USD,2023-10-31,10.48,10.48,10.48,10.48,0
SOC,Sable Offshore,NYQ,USD,2023-11-01,10.48,10.48,10.48,10.48,0
SOC,Sable Offshore,NYQ,USD,2023-11-02,10.59,10.59,10.59,10.59,100
SOC,Sable Offshore,NYQ,USD,2023-11-03,10.59,10.59,10.59,10.59,0
SOC,Sable Offshore,NYQ,USD,2023-11-06,10.59,10.59,10.59,10.59,0
SOC,Sable Offshore,NYQ,USD,2023-11-07,10.49,10.49,10.48,10.48,3100
SOC,Sable Offshore,NYQ,USD,2023-11-08,10.48,10.48,10.48,10.48,200
SOC,Sable Offshore,NYQ,USD,2023-11-09,10.44,10.59,10.44,10.51,6800
SOC,Sable Offshore,NYQ,USD,2023-11-10,10.51,10.51,10.51,10.51,0
SOC,Sable Offshore,NYQ,USD,2023-11-13,10.51,10.51,10.51,10.51,0
SOC,Sable Offshore,NYQ,USD,2023-11-14,10.6,10.6,10.6,10.6,600
SOC,Sable Offshore,NYQ,USD,2023-11-15,10.6,10.6,10.6,10.6,0
SOC,Sable Offshore,NYQ,USD,2023-11-16,10.6,10.6,10.6,10.6,0
SOC,Sable Offshore,NYQ,USD,2023-11-17,10.58,10.58,10.48,10.48,900
SOC,Sable Offshore,NYQ,USD,2023-11-20,10.53,10.53,10.53,10.53,200
SOC,Sable Offshore,NYQ,USD,2023-11-21,10.53,10.53,10.53,10.53,1000
SOC,Sable Offshore,NYQ,USD,2023-11-22,10.48,10.5,10.48,10.5,400
SOC,Sable Offshore,NYQ,USD,2023-11-24,10.5,10.5,10.5,10.5,0
SOC,Sable Offshore,NYQ,USD,2023-11-27,10.5,10.5,10.5,10.5,0
SOC,Sable Offshore,NYQ,USD,2023-11-28,10.53,10.53,10.53,10.53,200
SOC,Sable Offshore,NYQ,USD,2023-11-29,10.53,10.6,10.51,10.6,1000
SOC,Sable Offshore,NYQ,USD,2023-11-30,10.6,10.6,10.6,10.6,0
SOC,Sable Offshore,NYQ,USD,2023-12-01,10.6,10.6,10.48,10.5,3600
SOC,Sable Offshore,NYQ,USD,2023-12-04,10.47,10.6,10.47,10.6,15300
SOC,Sable Offshore,NYQ,USD,2023-12-05,10.6,10.6,10.6,10.6,700
SOC,Sable Offshore,NYQ,USD,2023-12-06,10.6,12.23,10.5,10.54,38700
SOC,Sable Offshore,NYQ,USD,2023-12-07,10.57,11.0,10.57,10.75,140300
SOC,Sable Offshore,NYQ,USD,2023-12-08,10.9,10.9,10.75,10.8,23300
SOC,Sable Offshore,NYQ,USD,2023-12-11,10.99,10.99,10.8,10.83,58300
SOC,Sable Offshore,NYQ,USD,2023-12-12,11.0,11.0,10.8,10.9,343400
SOC,Sable Offshore,NYQ,USD,2023-12-13,10.9,10.94,10.9,10.93,179000
SOC,Sable Offshore,NYQ,USD,2023-12-14,10.9,10.92,10.84,10.91,1241800
SOC,Sable Offshore,NYQ,USD,2023-12-15,10.91,12.28,10.9,11.06,299900
SOC,Sable Offshore,NYQ,USD,2023-12-18,11.1,11.45,11.05,11.19,273100
SOC,Sable Offshore,NYQ,USD,2023-12-19,11.33,11.75,11.25,11.35,44800
SOC,Sable Offshore,NYQ,USD,2023-12-20,11.4,11.79,11.2,11.45,18700
SOC,Sable Offshore,NYQ,USD,2023-12-21,11.48,11.5,11.2,11.45,19800
SOC,Sable Offshore,NYQ,USD,2023-12-22,11.16,11.74,11.16,11.74,41800
SOC,Sable Offshore,NYQ,USD,2023-12-26,11.77,12.28,11.77,11.88,27400
SOC,Sable Offshore,NYQ,USD,2023-12-27,11.8,11.85,11.35,11.5,22900
SOC,Sable Offshore,NYQ,USD,2023-12-28,11.35,11.69,11.35,11.42,18300
SOC,Sable Offshore,NYQ,USD,2023-12-29,11.4,11.79,11.31,11.39,25500
SOC,Sable Offshore,NYQ,USD,2024-01-02,11.39,12.0,11.38,11.84,18300
SOC,Sable Offshore,NYQ,USD,2024-01-03,11.6,12.5,11.6,11.89,18000
SOC,Sable Offshore,NYQ,USD,2024-01-04,11.9,12.03,11.85,11.9,22800
SOC,Sable Offshore,NYQ,USD,2024-01-05,11.9,12.02,11.85,11.88,18400
SOC,Sable Offshore,NYQ,USD,2024-01-08,11.91,12.13,11.04,11.26,29600
SOC,Sable Offshore,NYQ,USD,2024-01-09,11.4,11.9,11.31,11.59,38400
SOC,Sable Offshore,NYQ,USD,2024-01-10,11.88,11.97,11.5,11.65,19400
SOC,Sable Offshore,NYQ,USD,2024-01-11,11.5,11.9,11.33,11.52,16000
SOC,Sable Offshore,NYQ,USD,2024-01-12,11.52,12.0,11.3,11.46,29400
SOC,Sable Offshore,NYQ,USD,2024-01-16,11.42,12.31,11.4,11.5,33300
SOC,Sable Offshore,NYQ,USD,2024-01-17,11.5,12.2,11.5,11.86,819600
SOC,Sable Offshore,NYQ,USD,2024-01-18,11.89,12.0,11.7,11.97,46500
SOC,Sable Offshore,NYQ,USD,2024-01-19,12.01,12.01,11.73,11.98,16600
SOC,Sable Offshore,NYQ,USD,2024-01-22,12.0,12.89,11.9,12.12,79000
SOC,Sable Offshore,NYQ,USD,2024-01-23,12.13,12.29,11.9,12.15,22000
SOC,Sable Offshore,NYQ,USD,2024-01-24,12.27,12.27,12.03,12.1,15400
SOC,Sable Offshore,NYQ,USD,2024-01-25,12.25,12.29,12.09,12.09,18800
SOC,Sable Offshore,NYQ,USD,2024-01-26,12.01,12.25,11.98,12.15,15100
SOC,Sable Offshore,NYQ,USD,2024-01-29,12.15,12.25,11.91,12.05,13500
SOC,Sable Offshore,NYQ,USD,2024-01-30,12.18,12.25,12.08,12.21,53100
SOC,Sable Offshore,NYQ,USD,2024-01-31,12.22,12.85,12.17,12.36,139700
SOC,Sable Offshore,NYQ,USD,2024-02-01,12.52,12.88,12.4,12.62,55900
SOC,Sable Offshore,NYQ,USD,2024-02-02,12.22,12.74,12.09,12.4,48900
SOC,Sable Offshore,NYQ,USD,2024-02-05,12.42,12.42,12.0,12.06,94400
SOC,Sable Offshore,NYQ,USD,2024-02-06,12.06,12.35,11.71,11.8,41300
SOC,Sable Offshore,NYQ,USD,2024-02-07,11.7,11.85,11.2,11.4,80200
SOC,Sable Offshore,NYQ,USD,2024-02-08,11.17,11.17,10.59,10.67,157400
SOC,Sable Offshore,NYQ,USD,2024-02-09,10.88,11.49,10.88,11.06,54400
SOC,Sable Offshore,NYQ,USD,2024-02-12,10.9,11.35,10.85,11.1,51200
SOC,Sable Offshore,NYQ,USD,2024-02-13,11.0,12.0,11.0,12.0,105000
SOC,Sable Offshore,NYQ,USD,2024-02-14,12.23,12.23,11.7,12.1,94300
SOC,Sable Offshore,NYQ,USD,2024-02-15,12.01,12.5,11.41,12.41,94200
SOC,Sable Offshore,NYQ,USD,2024-02-16,12.43,12.45,11.32,12.07,105200
SOC,Sable Offshore,NYQ,USD,2024-02-20,12.4,12.4,11.72,12.0,63500
SOC,Sable Offshore,NYQ,USD,2024-02-21,12.0,12.04,11.65,12.0,84000
SOC,Sable Offshore,NYQ,USD,2024-02-22,12.2,12.2,11.93,12.0,49900
SOC,Sable Offshore,NYQ,USD,2024-02-23,12.14,12.14,11.85,11.89,15200
SOC,Sable Offshore,NYQ,USD,2024-02-26,12.0,12.15,11.75,11.97,78100
SOC,Sable Offshore,NYQ,USD,2024-02-27,12.34,13.0,12.0,12.38,106400
SOC,Sable Offshore,NYQ,USD,2024-02-28,12.47,12.76,12.07,12.2,49400
SOC,Sable Offshore,NYQ,USD,2024-02-29,12.76,13.15,12.14,12.22,69800
SOC,Sable Offshore,NYQ,USD,2024-03-01,12.39,12.39,12.1,12.2,99900
SOC,Sable Offshore,NYQ,USD,2024-03-04,12.18,12.34,12.05,12.21,30800
SOC,Sable Offshore,NYQ,USD,2024-03-05,12.4,12.4,12.0,12.29,13600
SOC,Sable Offshore,NYQ,USD,2024-03-06,12.55,12.55,12.15,12.21,38600
SOC,Sable Offshore,NYQ,USD,2024-03-07,12.34,12.34,12.05,12.13,54300
SOC,Sable Offshore,NYQ,USD,2024-03-08,12.21,12.33,11.75,12.0,166200
SOC,Sable Offshore,NYQ,USD,2024-03-11,12.1,12.18,12.0,12.1,11800
SOC,Sable Offshore,NYQ,USD,2024-03-12,11.94,12.1,11.92,11.99,202200
SOC,Sable Offshore,NYQ,USD,2024-03-13,12.0,12.0,11.78,11.89,61100
SOC,Sable Offshore,NYQ,USD,2024-03-14,11.99,11.99,11.73,11.75,314200
SOC,Sable Offshore,NYQ,USD,2024-03-15,11.71,11.84,11.62,11.68,114000
SOC,Sable Offshore,NYQ,USD,2024-03-18,11.76,11.87,11.32,11.4,142000
SOC,Sable Offshore,NYQ,USD,2024-03-19,11.25,11.37,10.72,10.8,250700
SOC,Sable Offshore,NYQ,USD,2024-03-20,10.69,11.06,10.6,10.97,492500
SOC,Sable Offshore,NYQ,USD,2024-03-21,10.97,11.28,10.97,11.18,116500
SOC,Sable Offshore,NYQ,USD,2024-03-22,11.1,11.42,10.99,11.15,94600
SOC,Sable Offshore,NYQ,USD,2024-03-25,11.26,11.57,11.13,11.22,87400
SOC,Sable Offshore,NYQ,USD,2024-03-26,11.14,11.44,11.12,11.15,169100
SOC,Sable Offshore,NYQ,USD,2024-03-27,11.27,11.27,11.02,11.12,84100
SOC,Sable Offshore,NYQ,USD,2024-03-28,11.04,11.15,10.86,10.96,826200
SOC,Sable Offshore,NYQ,USD,2024-04-01,11.0,11.11,10.85,10.95,140700
SOC,Sable Offshore,NYQ,USD,2024-04-02,11.01,11.14,10.8,10.95,116900
SOC,Sable Offshore,NYQ,USD,2024-04-03,10.96,11.02,10.89,10.95,121900
SOC,Sable Offshore,NYQ,USD,2024-04-04,10.84,10.98,10.84,10.97,31300
SOC,Sable Offshore,NYQ,USD,2024-04-05,11.08,11.25,10.88,10.93,63700
SOC,Sable Offshore,NYQ,USD,2024-04-08,10.85,11.08,10.85,10.97,106000
SOC,Sable Offshore,NYQ,USD,2024-04-09,11.0,11.0,10.9,11.0,43500
SOC,Sable Offshore,NYQ,USD,2024-04-10,11.0,11.0,10.88,10.95,63300
SOC,Sable Offshore,NYQ,USD,2024-04-11,11.06,11.15,10.88,10.95,96500
SOC,Sable Offshore,NYQ,USD,2024-04-12,11.0,11.0,10.9,10.96,147300
SOC,Sable Offshore,NYQ,USD,2024-04-15,11.05,11.05,10.8,10.87,73600
SOC,Sable Offshore,NYQ,USD,2024-04-16,10.96,11.07,10.82,10.91,212500
SOC,Sable Offshore,NYQ,USD,2024-04-17,10.86,10.96,10.13,10.34,379800
SOC,Sable Offshore,NYQ,USD,2024-04-18,10.23,10.36,10.11,10.26,132400
SOC,Sable Offshore,NYQ,USD,2024-04-19,10.33,10.57,10.33,10.39,153900
SOC,Sable Offshore,NYQ,USD,2024-04-22,10.51,10.77,10.27,10.54,276300
SOC,Sable Offshore,NYQ,USD,2024-04-23,10.42,10.95,10.42,10.62,571400
SOC,Sable Offshore,NYQ,USD,2024-04-24,10.47,10.95,10.47,10.48,222300
SOC,Sable Offshore,NYQ,USD,2024-04-25,10.4,10.77,10.39,10.47,84400
SOC,Sable Offshore,NYQ,USD,2024-04-26,10.35,10.7,10.35,10.59,65200
SOC,Sable Offshore,NYQ,USD,2024-04-29,10.49,10.65,10.37,10.49,226000
SOC,Sable Offshore,NYQ,USD,2024-04-30,10.56,10.56,10.26,10.4,190600
SOC,Sable Offshore,NYQ,USD,2024-05-01,10.33,10.5,10.3,10.38,60200
SOC,Sable Offshore,NYQ,USD,2024-05-02,10.45,10.59,10.45,10.48,159900
SOC,Sable Offshore,NYQ,USD,2024-05-03,10.4,10.77,10.4,10.74,146500
SOC,Sable Offshore,NYQ,USD,2024-05-06,11.22,11.22,10.71,10.79,273600
SOC,Sable Offshore,NYQ,USD,2024-05-07,10.71,10.91,10.55,10.67,214500
SOC,Sable Offshore,NYQ,USD,2024-05-08,10.67,10.67,10.4,10.56,149900
SOC,Sable Offshore,NYQ,USD,2024-05-09,10.57,11.05,10.52,11.05,168100
SOC,Sable Offshore,NYQ,USD,2024-05-10,11.82,12.06,11.06,11.32,397400
SOC,Sable Offshore,NYQ,USD,2024-05-13,11.31,11.45,11.01,11.02,164000
SOC,Sable Offshore,NYQ,USD,2024-05-14,11.18,11.77,11.16,11.7,209300
SOC,Sable Offshore,NYQ,USD,2024-05-15,12.05,12.66,11.76,12.34,663900
SOC,Sable Offshore,NYQ,USD,2024-05-16,11.82,14.04,11.82,14.02,989800
SOC,Sable Offshore,NYQ,USD,2024-05-17,14.22,14.22,13.47,13.76,313600
SOC,Sable Offshore,NYQ,USD,2024-05-20,13.76,13.9,13.35,13.61,483400
SOC,Sable Offshore,NYQ,USD,2024-05-21,13.6,13.68,13.08,13.14,303500
SOC,Sable Offshore,NYQ,USD,2024-05-22,13.09,13.24,12.73,12.74,245300
SOC,Sable Offshore,NYQ,USD,2024-05-23,13.73,13.73,12.82,13.36,317800
SOC,Sable Offshore,NYQ,USD,2024-05-24,13.75,14.74,13.61,14.63,494000
SOC,Sable Offshore,NYQ,USD,2024-05-28,14.62,15.23,13.96,14.99,429200
SOC,Sable Offshore,NYQ,USD,2024-05-29,14.83,15.18,14.47,15.04,332500
SOC,Sable Offshore,NYQ,USD,2024-05-30,14.92,15.02,14.62,15.0,180400
SOC,Sable Offshore,NYQ,USD,2024-05-31,15.16,15.5,14.94,15.39,979100
SOC,Sable Offshore,NYQ,USD,2024-06-03,15.59,15.7,14.44,14.47,419700
SOC,Sable Offshore,NYQ,USD,2024-06-04,14.47,14.54,14.15,14.52,212300
SOC,Sable Offshore,NYQ,USD,2024-06-05,14.5,14.78,14.35,14.69,207500
SOC,Sable Offshore,NYQ,USD,2024-06-06,14.84,15.2,14.57,14.88,203700
SOC,Sable Offshore,NYQ,USD,2024-06-07,14.8,15.05,14.76,14.82,225000
SOC,Sable Offshore,NYQ,USD,2024-06-10,14.99,15.66,14.82,15.2,541600
SOC,Sable Offshore,NYQ,USD,2024-06-11,15.07,15.4,14.75,14.86,362900
SOC,Sable Offshore,NYQ,USD,2024-06-12,14.76,15.13,14.7,14.81,314100
SOC,Sable Offshore,NYQ,USD,2024-06-13,14.69,15.04,14.45,14.84,245300
SOC,Sable Offshore,NYQ,USD,2024-06-14,14.85,15.22,14.71,14.78,272300
SOC,Sable Offshore,NYQ,USD,2024-06-17,14.59,15.21,14.59,15.02,380600
